"ensembl_gene_id","gene_symbol","description","gene_biotype","chromosome","start","end"
"FBgn0260971","CG42594","","protein_coding","X",4840833,4906575
"FBgn0260972","alc","alicorn","protein_coding","2R",9135375,9137933
"FBgn0260985","RfC4","Replication factor C subunit 4","protein_coding","3L",4134860,4136038
"FBgn0260986","mei-38","meiotic 38","protein_coding","X",1477063,1481420
"FBgn0260987","vtd","verthandi","protein_coding","3L",27136525,27157999
"FBgn0260990","yata","yata","protein_coding","3R",29749219,29754528
"FBgn0260991","Incenp","Inner centromere protein","protein_coding","2R",7278467,7281795
"FBgn0260995","dpr21","defective proboscis extension response 21","protein_coding","2R",3066499,3191011
"FBgn0260996","CG42597","","protein_coding","2L",22064604,22065343
"FBgn0260997","CG42598","","protein_coding","3L",26354140,26371356
"FBgn0261004","asl","asterless","protein_coding","3R",5603236,5606543
"FBgn0261006","snoRNA:83E4-5","","snoRNA","3R",6375359,6375498
"FBgn0261015","Pif1A","PFTAIRE-interacting factor 1A","protein_coding","3R",8774286,8801176
"FBgn0261016","clos","closca","protein_coding","2R",9587953,9599732
"FBgn0261019","moi","modigliani","protein_coding","3R",18255530,18257677
"FBgn0261020","wol","wollknaeuel","protein_coding","2L",8301345,8302985
"FBgn0261041","stj","straightjacket","protein_coding","2R",13805794,13819571
"FBgn0261046","Dscam3","Down syndrome cell adhesion molecule 3","protein_coding","3R",17473935,17505667
"FBgn0261049","Vps45","Vacuolar protein sorting 45","protein_coding","3R",9563924,9566092
"FBgn0261053","Cad86C","Cadherin 86C","protein_coding","3R",10827079,10849030
"FBgn0261054","Sfp24Bc","Seminal fluid protein 24Bc","protein_coding","2L",3670131,3670581
"FBgn0261055","Sfp26Ad","Seminal fluid protein 26Ad","protein_coding","2L",5942623,5943304
"FBgn0261057","Sfp36F","Seminal fluid protein 36F","protein_coding","2L",18292522,18292833
"FBgn0261058","Sfp38D","Seminal fluid protein 38D","protein_coding","2L",20640917,20642216
"FBgn0261059","Sfp78E","Seminal fluid protein 78E","protein_coding","3L",21683098,21684042
"FBgn0261060","Sfp93F","Seminal fluid protein 93F","protein_coding","3R",21735909,21736296
"FBgn0261061","Sfp96F","Seminal fluid protein 96F","protein_coding","3R",25830061,25830228
"FBgn0261064","Rbsn-5","Rabenosyn-5","protein_coding","2L",8159832,8161800
"FBgn0261065","Cpsf73","Cleavage and polyadenylation specificity factor 73","protein_coding","3R",18661121,18663552
"FBgn0261067","LSm1","Like Sm 1","protein_coding","2R",21169969,21170672
"FBgn0261068","LSm7","Like Sm 7","protein_coding","2L",16742315,16743100
"FBgn0261085","Syt12","Synaptotagmin 12","protein_coding","X",13359248,13368179
"FBgn0261086","Syt14","Synaptotagmin 14","protein_coding","3R",4314455,4319069
"FBgn0261089","Sytalpha","Synaptotagmin alpha","protein_coding","2L",17592260,17604387
"FBgn0261090","Sytbeta","Synaptotagmin beta","protein_coding","3L",15014695,15064977
"FBgn0261108","Atg13","Autophagy-related 13","protein_coding","3R",8349815,8352817
"FBgn0261109","mrn","marionette","protein_coding","3L",15578769,15580537
"FBgn0261111","BHD","Birt-Hogg-Dube","protein_coding","3L",7238542,7240245
"FBgn0261112","APP-BP1","beta-Amyloid precursor protein binding protein 1","protein_coding","3L",11098412,11100578
"FBgn0261113","Xrp1","Xrp1","protein_coding","3R",18914968,18926989
"FBgn0261119","Prp19","Pre-RNA processing factor 19","protein_coding","2R",18447361,18451041
"FBgn0261238","Alh","Alhambra","protein_coding","3R",7094596,7124185
"FBgn0261239","Hr39","Hormone receptor-like in 39","protein_coding","2L",21237250,21259675
"FBgn0261243","Psa","Puromycin sensitive aminopeptidase","protein_coding","3L",1502843,1523380
"FBgn0261244","inaE","inactivation no afterpotential E","protein_coding","X",13783714,13811493
"FBgn0261245","sing","singles bar","protein_coding","X",16679297,16681784
"FBgn0261258","rgn","regeneration","protein_coding","3L",21382501,21424416
"FBgn0261260","mgl","Megalin","protein_coding","X",9358496,9500129
"FBgn0261261","plx","pollux","protein_coding","3R",5685855,5712837
"FBgn0261262","CG42613","","protein_coding","3R",18929196,18978088
"FBgn0261266","zuc","zucchini","protein_coding","2L",11988735,11989882
"FBgn0261267","CG42615","","protein_coding","2R",8737370,8737790
"FBgn0261268","Cul3","Cullin 3","protein_coding","2L",15265245,15272024
"FBgn0261269","conv","convoluted","protein_coding","2R",14270729,14275495
"FBgn0261270","Sps1","Selenophosphate synthetase 1","protein_coding","2R",14268772,14270658
"FBgn0261274","Ero1L","Endoplasmic reticulum oxidoreductin-1-like","protein_coding","3L",4170404,4173789
"FBgn0261276","Opa1","Optic atrophy 1","protein_coding","2R",14230611,14235449
"FBgn0261277","rtv","retroactive","protein_coding","X",11152484,11153990
"FBgn0261278","grp","grapes","protein_coding","2L",16680054,16699926
"FBgn0261279","lqfR","liquid facets-Related","protein_coding","3R",22411301,22419051
"FBgn0261283","SREBP","Sterol regulatory element binding protein","protein_coding","3L",19793935,19798979
"FBgn0261284","bou","boudin","protein_coding","X",6986486,6987188
"FBgn0261285","Ppcs","Phosphopantothenoylcysteine synthetase","protein_coding","3R",19139054,19147910
"FBgn0261286","Mat89Ba","Maternal transcript 89Ba","protein_coding","3R",16268329,16272415
"FBgn0261287","ymp","yellow-emperor","protein_coding","3R",25591502,25609127
"FBgn0261289","CheB98a","Chemosensory protein A 98a","protein_coding","3R",28806702,28807501
"FBgn0261290","CheA84a","Chemosensory protein A 84a","protein_coding","3R",8204195,8204830
"FBgn0261291","CheA86a","Chemosensory protein A 86a","protein_coding","3R",11144346,11145235
"FBgn0261292","CheB53a","Chemosensory protein B 53a","protein_coding","2R",16466709,16467522
"FBgn0261293","CheB53b","Chemosensory protein B 53b","protein_coding","2R",16468209,16468934
"FBgn0261294","CheB74a","Chemosensory protein B 74a","protein_coding","3L",17719193,17719854
"FBgn0261341","verm","vermiform","protein_coding","3L",19690033,19695260
"FBgn0261349","Mst36Fb","Male-specific transcript 36Fb","protein_coding","2L",18673363,18675094
"FBgn0261353","Ccdc56","Coiled-coil domain containing 56","protein_coding","3L",11708979,11710570
"FBgn0261356","CG42633","","protein_coding","3R",10780965,10782267
"FBgn0261357","CG42634","","protein_coding","2L",18007935,18008962
"FBgn0261358","CG42635","","protein_coding","2L",18007935,18008962
"FBgn0261360","CG42637","","protein_coding","3L",19719527,19793569
"FBgn0261361","CG42638","","protein_coding","3L",19745834,19749744
"FBgn0261363","PPO3","Prophenoloxidase 3","protein_coding","2R",23064769,23067183
"FBgn0261373","CG33228","","protein_coding","2R",24668411,24669330
"FBgn0261380","mRpL37","mitochondrial ribosomal protein L37","protein_coding","3R",10782563,10784092
"FBgn0261381","mtTFB1","Mitochondrial Transcription Factor B1","protein_coding","3L",11708979,11710570
"FBgn0261383","IntS6","Integrator 6","protein_coding","X",5738663,5747254
"FBgn0261385","scra","scraps","protein_coding","2R",7590119,7595242
"FBgn0261386","Gpa2","Glycoprotein hormone alpha 2","protein_coding","Unmapped_Scaffold_8_D1580_D1567",3093,3557
"FBgn0261387","CG17528","","protein_coding","2R",4815426,4824319
"FBgn0261393","alpha-Est5","alpha-Esterase-5","protein_coding","3R",7533496,7536390
"FBgn0261394","Prosalpha3","Proteasome alpha3 subunit","protein_coding","2R",20994900,20996118
"FBgn0261395","Prosalpha3T","Proteasome alpha3 subunit, Testis-specific","protein_coding","3R",31122527,31123415
"FBgn0261396","Rpn3","Regulatory particle non-ATPase 3","protein_coding","2L",19051790,19053681
"FBgn0261397","didum","dilute class unconventional myosin","protein_coding","2R",7500147,7508625
"FBgn0261399","Pp1-Y1","Protein phosphatase 1, Y-linked 1","protein_coding","Y",9833,10786
"FBgn0261401","Ir75c","Ionotropic receptor 75c","protein_coding","3L",17820493,17822834
"FBgn0261402","Ir75b","Ionotropic receptor 75b","protein_coding","3L",17818073,17820193
"FBgn0261403","sxc","super sex combs","protein_coding","2R",5307288,5329555
"FBgn0261429","lncRNA:CR42646","long non-coding RNA:CR42646","ncRNA","2R",5363253,5367357
"FBgn0261434","hkb","huckebein","protein_coding","3R",4345015,4346646
"FBgn0261436","DhpD","Dihydropterin deaminase","protein_coding","3R",4227387,4229238
"FBgn0261437","CSN8","COP9 signalosome subunit 8","protein_coding","2L",8364855,8365663
"FBgn0261439","SdhA","Succinate dehydrogenase, subunit A (flavoprotein)","protein_coding","2R",19391863,19395971
"FBgn0261444","CG3638","","protein_coding","X",1215289,1236684
"FBgn0261445","sgl","sugarless","protein_coding","3L",6959554,6964758
"FBgn0261446","CG13377","","protein_coding","X",258335,263999
"FBgn0261452","scaRNA:MeU2-G25","small Cajal body-specific RNA : MeU2-G25","snoRNA","3R",24237166,24237284
"FBgn0261453","scaRNA:MeU2-C41","small Cajal body-specific RNA : MeU2-C41","snoRNA","3R",7921952,7922073
"FBgn0261454","scaRNA:MeU4-A65","small Cajal body-specific RNA : MeU4-A65","snoRNA","3L",17628057,17628203
"FBgn0261455","scaRNA:MeU5-G38","small Cajal body-specific RNA : MeU5-G38","snoRNA","3R",22036343,22036443
"FBgn0261456","hpo","hippo","protein_coding","2R",19493996,19496856
"FBgn0261458","capt","capulet","protein_coding","2L",1151678,1158262
"FBgn0261461","RhoGAP18B","Rho GTPase activating protein at 18B","protein_coding","X",19136107,19167082
"FBgn0261477","slim","scruin like at the midline","protein_coding","2R",18440965,18445526
"FBgn0261479","nero","nero","protein_coding","3R",31746445,31747558
"FBgn0261501","CG42649","","protein_coding","2R",17599389,17599607
"FBgn0261502","CG42650","","protein_coding","3R",7391413,7392280
"FBgn0261503","lncRNA:CR42651","long non-coding RNA::CR42651","ncRNA","3R",6808796,6816379
"FBgn0261504","7SLRNA:CR42652","Signal recognition particle 7SL RNA CR42652","ncRNA","3R",6820131,6820429
"FBgn0261505","CR42653","","pseudogene","2R",1207416,1209312
"FBgn0261506","CG42654","","protein_coding","3L",19953794,19954526
"FBgn0261507","CG42655","","protein_coding","3L",19952971,19953712
"FBgn0261508","CG42656","","protein_coding","3R",7492961,7493271
"FBgn0261509","haf","hattifattener","protein_coding","2L",1555129,1609389
"FBgn0261514","NimA","Nimrod A","protein_coding","2L",13957539,13963381
"FBgn0261522","lncRNA:CR42657","long non-coding RNA:CR42657","ncRNA","X",9688189,9689295
"FBgn0261523","CG42658","","protein_coding","2L",2287025,2287907
"FBgn0261524","lic","licorne","protein_coding","X",13091145,13093986
"FBgn0261526","NT1","Neurotrophin 1","protein_coding","3L",4501652,4508433
"FBgn0261529","ms(2)34Fe","male sterile (2) 34Fe","protein_coding","2L",14328429,14333860
"FBgn0261530","nbs","nbs","protein_coding","3L",9720414,9723194
"FBgn0261531","CG42659","","protein_coding","2L",18007360,18007842
"FBgn0261532","cdm","cadmus","protein_coding","3R",18179275,18183479
"FBgn0261534","l(2)34Fc","lethal (2) 34Fc","protein_coding","2L",14349020,14351513
"FBgn0261535","l(2)34Fd","lethal (2) 34Fd","protein_coding","2L",14352594,14355085
"FBgn0261536","CG42660","","protein_coding","3L",7465509,7468808
"FBgn0261537","CG42661","","protein_coding","3L",7465509,7468808
"FBgn0261538","CG42662","","protein_coding","2R",15698726,15701696
"FBgn0261545","CG42663","","protein_coding","2R",12705172,12751545
"FBgn0261547","Exn","Ephexin","protein_coding","3L",16970013,16994388
"FBgn0261549","rdgA","retinal degeneration A","protein_coding","X",8907068,9029476
"FBgn0261550","Orp8","Oxysterol-binding protein-related protein 8","protein_coding","3R",20309344,20324196
"FBgn0261552","ps","pasilla","protein_coding","3R",9417940,9455500
"FBgn0261553","CG42671","","protein_coding","3L",11214505,11230745
"FBgn0261554","Arms","Ankyrin repeat-rich membrane spanning","protein_coding","2R",21295652,21310411
"FBgn0261555","CG42673","","protein_coding","3L",9547220,9596713
"FBgn0261556","CG42674","","protein_coding","3L",20149614,20198317
"FBgn0261560","Thor","Thor","protein_coding","2L",3478434,3479612
"FBgn0261561","CG42675","","protein_coding","3R",5813609,5818820
"FBgn0261562","CG42676","","protein_coding","3L",1803107,1806920
"FBgn0261563","wb","wing blister","protein_coding","2L",14263027,14328262
"FBgn0261564","ReepA","Receptor expression enhancing protein A","protein_coding","2R",22925107,22932044
"FBgn0261565","Lmpt","Limpet","protein_coding","3L",16865295,16922487
"FBgn0261566","CG42680","","protein_coding","2L",14587920,14588234
"FBgn0261567","CG42681","","protein_coding","2L",14744421,14744817
"FBgn0261568","CG42682","","protein_coding","2L",14842358,14843108
"FBgn0261570","raskol","raskol","protein_coding","X",17710144,17752007
"FBgn0261571","CG42685","","protein_coding","2L",14724617,14730177
"FBgn0261573","CoRest","CoRest","protein_coding","X",19521929,19530896
"FBgn0261574","kug","kugelei","protein_coding","3L",20005301,20024607
"FBgn0261575","tobi","target of brain insulin","protein_coding","3R",25344761,25346921
"FBgn0261580","CG42690","","protein_coding","2R",19944263,19945877
"FBgn0261581","CG42691","","protein_coding","2R",19945731,19946814
"FBgn0261582","CG42692","","protein_coding","2L",14008101,14008820
"FBgn0261583","CG42693","","protein_coding","3R",31707870,31708340
"FBgn0261584","CG42694","","protein_coding","2R",22941877,22945147
"FBgn0261586","lncRNA:CR42696","long non-coding RNA:CR42696","ncRNA","2L",21326660,21327114
"FBgn0261587","CG42697","","protein_coding","2R",18611645,18612730
"FBgn0261588","pdm3","pou domain motif 3","protein_coding","2R",8327490,8396280
"FBgn0261592","RpS6","Ribosomal protein S6","protein_coding","X",7899624,7901331
"FBgn0261596","RpS24","Ribosomal protein S24","protein_coding","2R",22640526,22641419
"FBgn0261597","RpS26","Ribosomal protein S26","protein_coding","2L",18441335,18443277
"FBgn0261599","RpS29","Ribosomal protein S29","protein_coding","3R",9778042,9779528
"FBgn0261602","RpL8","Ribosomal protein L8","protein_coding","3L",2587456,2588883
"FBgn0261608","RpL37A","Ribosomal protein L37A","protein_coding","2L",5070957,5072055
"FBgn0261609","eIF2alpha","eukaryotic translation initiation factor 2 subunit alpha","protein_coding","X",16445176,16446993
"FBgn0261610","CG42699","","protein_coding","X",5764553,5789576
"FBgn0261611","CG42700","","protein_coding","2R",12279771,12300795
"FBgn0261612","CngA","Cyclic nucleotide-gated ion channel subunit A","protein_coding","2R",16243145,16259805
"FBgn0261614","CG42703","","protein_coding","2R",23101232,23101777
"FBgn0261615","CG42704","","protein_coding","X",7412668,7413296
"FBgn0261616","CG42705","","protein_coding","X",7413869,7414662
"FBgn0261617","nej","nejire","protein_coding","X",9665442,9687066
"FBgn0261618","larp","La related protein","protein_coding","3R",28318162,28336440
"FBgn0261624","I-3","Inhibitor-3","protein_coding","X",20881814,20882626
"FBgn0261625","GLS","Glutaminase","protein_coding","2R",12670483,12679593
"FBgn0261627","CG42710","","protein_coding","2L",8781799,8782500
"FBgn0261628","CG42711","","protein_coding","2L",13930322,13931362
"FBgn0261630","CG42713","","protein_coding","2L",8891440,8892180
"FBgn0261631","CG42714","","protein_coding","3L",6233491,6234056
"FBgn0261632","lncRNA:CR42715","long non-coding RNA:CR42715","ncRNA","2R",14639361,14639762
"FBgn0261633","CG42716","","protein_coding","3L",16033778,16034170
"FBgn0261634","CG42717","","protein_coding","3L",16032762,16033190
"FBgn0261635","CG42718","","protein_coding","3L",16320830,16321272
"FBgn0261636","lncRNA:CR42719","long non-coding RNA:CR42719","ncRNA","3L",615627,616646
"FBgn0261638","lncRNA:CR42721","long non-coding RNA::CR42721","ncRNA","3R",6767050,6779728
"FBgn0261639","CR42722","","pseudogene","3L",24546138,24546986
"FBgn0261640","CR42723","","pseudogene","3L",24549636,24550445
"FBgn0261641","CG42724","","protein_coding","3R",6361672,6368288
"FBgn0261647","Axud1","AXIN1 up-regulated 1","protein_coding","2L",2365345,2370137
"FBgn0261648","salm","spalt major","protein_coding","2L",11434311,11445614
"FBgn0261649","tinc","tincar","protein_coding","3R",17811541,17872507
"FBgn0261671","tweek","tweek","protein_coding","2L",16888490,16917052
"FBgn0261673","nemy","no extended memory","protein_coding","2R",12659497,12670219
"FBgn0261674","CG42709","","protein_coding","3L",12790192,12796084
"FBgn0261675","Npc1b","Niemann-Pick type C-1b","protein_coding","X",20934869,20939503
"FBgn0261679","CG42726","","protein_coding","3R",15348048,15350391
"FBgn0261680","CG42727","","protein_coding","3R",15348048,15350391
"FBgn0261681","CG42728","","protein_coding","3L",15527620,15528196
"FBgn0261682","CG42729","","protein_coding","3L",15526910,15527516
"FBgn0261683","B9d2","B9d2","protein_coding","2L",6127872,6130651
"FBgn0261686","CG42733","","protein_coding","2R",10356171,10356800
"FBgn0261697","tctn","tectonic","protein_coding","2L",6127872,6130651
"FBgn0261698","SLO2","slowpoke 2","protein_coding","2R",10322195,10416996
"FBgn0261700","lncRNA:CR42736","long non-coding RNA:CR42736","ncRNA","2R",18377487,18378196
"FBgn0261702","asRNA:CR42738","antisense RNA:CR42738","ncRNA","3R",7143487,7144295
"FBgn0261703","gce","germ cell-expressed bHLH-PAS","protein_coding","X",15297766,15319074
"FBgn0261704","CG42740","","protein_coding","3R",30418767,30422971
"FBgn0261705","CG42741","","protein_coding","2R",23011078,23042943
"FBgn0261706","asRNA:CR42742","antisense RNA:CR42742","ncRNA","2R",22985374,22986549
"FBgn0261707","asRNA:CR42743","antisense RNA:CR42743","ncRNA","2L",11531966,11534547
"FBgn0261709","lncRNA:CR42746","long non-coding RNA:CR42746","ncRNA","2L",12543176,12544343
"FBgn0261710","nocte","no circadian temperature entrainment","protein_coding","X",10461865,10474675
"FBgn0261714","Cpn","Calphotin","protein_coding","3R",12162887,12166186
"FBgn0261722","fwe","flower","protein_coding","3L",15810081,15816410
"FBgn0261723","Dbx","Dbx","protein_coding","3L",1921307,1933602
"FBgn0261786","mi","minus","protein_coding","2R",23523856,23528260
"FBgn0261787","brun","brunelleschi","protein_coding","2L",20650755,20656178
"FBgn0261788","Ank2","Ankyrin 2","protein_coding","3L",7655389,7718395
"FBgn0261789","SmD2","Small ribonucleoprotein particle protein SmD2","protein_coding","3R",6345000,6345911
"FBgn0261790","SmE","Small ribonucleoprotein particle protein SmE","protein_coding","2L",7884930,7885450
"FBgn0261791","SNRPG","Small nuclear ribonucleoprotein G","protein_coding","X",16639810,16640419
"FBgn0261792","snRNP-U1-C","small ribonucleoprotein particle U1 subunit C","protein_coding","3R",18982964,18983650
"FBgn0261793","Trf2","TATA box binding protein-related factor 2","protein_coding","X",8409272,8433011
"FBgn0261794","kcc","kazachoc","protein_coding","2R",23907654,23925066
"FBgn0261797","Dhc64C","Dynein heavy chain 64C","protein_coding","3L",4807368,4825687
"FBgn0261799","dsx-c73A","doublesex cognate 73A","protein_coding","3L",16422795,16451958
"FBgn0261800","LanB1","LanB1","protein_coding","2L",7811438,7820771
"FBgn0261801","CG42747","","protein_coding","3L",6400590,6485964
"FBgn0261802","CG42748","","protein_coding","2L",22131221,22166221
"FBgn0261803","CG42749","","protein_coding","X",5296066,5306288
"FBgn0261804","CG42750","","protein_coding","2L",18159811,18275770
"FBgn0261805","CG42751","","protein_coding","2L",11853430,11853925
"FBgn0261806","CG42752","","protein_coding","2L",18739320,18740110
"FBgn0261807","CG42753","","protein_coding","2R",19635279,19635941
"FBgn0261808","cu","curled","protein_coding","3R",11197592,11208633
"FBgn0261811","pico","pico","protein_coding","X",19830215,19852059
"FBgn0261813","lncRNA:CR42755","long non-coding RNA:CR42755","ncRNA","3L",11382808,11384258
"FBgn0261814","lncRNA:CR42756","long non-coding RNA:CR42756","ncRNA","3R",13438587,13439209
"FBgn0261816","CG42758","","protein_coding","3L",14567440,14568133
"FBgn0261817","CG42759","","protein_coding","3R",10143070,10143483
"FBgn0261822","Bsg","Basigin","protein_coding","2L",8083420,8116531
"FBgn0261823","Asx","Additional sex combs","protein_coding","2R",14503958,14512493
"FBgn0261830","CG42762","","protein_coding","2L",8143401,8144047
"FBgn0261831","CG42763","","protein_coding","2L",8144391,8145107
"FBgn0261832","CG42764","","protein_coding","3L",20464714,20466041
"FBgn0261833","lncRNA:CR42765","long non-coding RNA:CR42765","ncRNA","3R",26324499,26325294
"FBgn0261834","CG42766","","protein_coding","X",15976868,15977660
"FBgn0261835","lncRNA:CR42767","long non-coding RNA:CR42767","ncRNA","X",9557539,9558466
"FBgn0261836","Msp300","Muscle-specific protein 300 kDa","protein_coding","2L",5100877,5207002
"FBgn0261837","pre-mod(mdg4)-T","","protein_coding","3R",21360176,21362131
"FBgn0261838","pre-mod(mdg4)-Z","","protein_coding","3R",21360176,21362131
"FBgn0261839","pre-mod(mdg4)-Y","","protein_coding","3R",21365609,21368279
"FBgn0261840","pre-mod(mdg4)-X","","protein_coding","3R",21365609,21369330
"FBgn0261841","pre-mod(mdg4)-AD","","protein_coding","3R",21365609,21368279
"FBgn0261842","pre-mod(mdg4)-AE","","protein_coding","3R",21365609,21368279
"FBgn0261843","pre-mod(mdg4)-W","","protein_coding","3R",21365609,21370249
"FBgn0261844","pre-mod(mdg4)-V","","protein_coding","3R",21365609,21370249
"FBgn0261845","pre-mod(mdg4)-U","","protein_coding","3R",21365609,21370249
"FBgn0261847","CG42779","","protein_coding","3R",17121577,17122087
"FBgn0261848","CG42780","","protein_coding","X",7331265,7332191
"FBgn0261849","CG42781","","protein_coding","X",7382733,7382990
"FBgn0261850","Xpd","Xeroderma pigmentosum D","protein_coding","2R",21171001,21174504
"FBgn0261853","CG42782","","protein_coding","2R",12418797,12419395
"FBgn0261854","aPKC","atypical protein kinase C","protein_coding","2R",14944458,14962969
"FBgn0261856","CR42785","","pseudogene","2R",7000154,7001696
"FBgn0261857","CR42786","","pseudogene","3R",20734748,20735323
"FBgn0261858","Mzt1","Mitotic spindle organizing protein 1","protein_coding","3L",2389265,2389650
"FBgn0261859","CG42788","","protein_coding","3R",15095957,15131926
"FBgn0261860","CG42789","","protein_coding","3R",26783609,26784208
"FBgn0261861","lncRNA:CR42790","long non-coding RNA:CR42790","ncRNA","3R",26784338,26785753
"FBgn0261862","whd","withered","protein_coding","2R",10469473,10478567
"FBgn0261871","dpr2","defective proboscis extension response 2","protein_coding","2L",10917015,10964153
"FBgn0261872","scaf6","SR-related CTD associated factor 6","protein_coding","3L",17036859,17042574
"FBgn0261873","sdt","stardust","protein_coding","X",8178549,8240474
"FBgn0261881","Ankrd49","ankyrin repeat domain 49 [Source:MGI Symbol;Acc:MGI:1930842]","protein_coding","2L",15006583,15007431
"FBgn0261885","osa","osa","protein_coding","3R",17687818,17718350
"FBgn0261924","lncRNA:CR42791","long non-coding RNA:CR42791","ncRNA","2L",15863200,15863663
"FBgn0261925","CG42792","","protein_coding","2L",15864929,15865461
"FBgn0261927","lncRNA:CR42794","long non-coding RNA:CR42794","ncRNA","X",5697123,5697660
"FBgn0261928","CG42795","","protein_coding","3R",10225690,10251277
"FBgn0261929","5-HT2B","5-hydroxytryptamine (serotonin) receptor 2B","protein_coding","3R",8578205,8629996
"FBgn0261930","vnd","ventral nervous system defective","protein_coding","X",582121,598151
"FBgn0261931","Hecw","Hecw ubiquitin protein ligase","protein_coding","X",9608946,9623243
"FBgn0261932","CG42798","","protein_coding","3R",17406678,17407534
"FBgn0261933","SmD1","Small ribonucleoprotein particle protein SmD1","protein_coding","3L",12733364,12734611
"FBgn0261934","dikar","dikar","protein_coding","3L",6728800,6743164
"FBgn0261938","PolrMT","RNA polymerase mitochondrial","protein_coding","2L",1103254,1108373
"FBgn0261952","srw","shrew","protein_coding","3L",4282956,4283478
"FBgn0261953","TfAP-2","Transcription factor AP-2","protein_coding","3L",21586828,21613349
"FBgn0261954","east","enhanced adult sensory threshold","protein_coding","X",2010860,2024647
"FBgn0261955","kdn","knockdown","protein_coding","X",6350629,6361323
"FBgn0261963","mid","midline","protein_coding","2L",5461639,5467610
"FBgn0261973","snoRNA:Or-CD9a","","snoRNA","2R",24185825,24185922
"FBgn0261974","snoRNA:Or-CD9b","","snoRNA","2R",24186062,24186152
"FBgn0261975","CG42806","","protein_coding","2R",13964653,13965455
"FBgn0261976","Psf2","Partner of Sld Five 2","protein_coding","2L",4386182,4387356
"FBgn0261983","l(2)gd1","lethal (2) giant discs 1","protein_coding","2L",11106943,11110851
"FBgn0261984","Ire1","Inositol-requiring enzyme-1","protein_coding","3R",19853908,19861291
"FBgn0261985","Ptpmeg","Protein tyrosine phosphatase Meg","protein_coding","3L",328097,356050
"FBgn0261986","RASSF8","Ras association domain family member 8","protein_coding","3R",25661795,25665640
"FBgn0261987","Pxt","Peroxinectin-like","protein_coding","3R",17719454,17722955
"FBgn0261988","Gprk2","G protein-coupled receptor kinase 2","protein_coding","3R",31405245,31457873
"FBgn0261989","CG42807","","protein_coding","2R",13570595,13572759
"FBgn0261990","CG42808","","protein_coding","2R",13573618,13574257
"FBgn0261991","CG42809","","protein_coding","2L",13457497,13458073
"FBgn0261992","CG42810","","protein_coding","2L",13459681,13460183
"FBgn0261993","CG42811","","protein_coding","3R",24366527,24367220
"FBgn0261994","CG42812","","protein_coding","3R",24367360,24368164
"FBgn0261995","CG42813","","protein_coding","3R",27227070,27228561
"FBgn0261996","CG42814","","protein_coding","3R",27228673,27229468
"FBgn0261997","CG42815","","protein_coding","3L",17791079,17791486
"FBgn0261998","CG42816","","protein_coding","3L",17792088,17797594
"FBgn0261999","Ca-Ma2d","Ca[2+] channel Muscle-specific alpha2/delta subunit","protein_coding","2L",16231475,16241527
"FBgn0262000","CG42818","","protein_coding","2L",16241939,16245559
"FBgn0262001","CG42819","","protein_coding","2L",8388728,8389331
"FBgn0262002","CG42820","","protein_coding","2L",8389881,8392398
"FBgn0262003","CG42821","","protein_coding","3R",17413077,17413639
"FBgn0262004","CG42822","","protein_coding","3R",17413901,17414607
"FBgn0262005","CG42823","","protein_coding","3R",17404487,17405109
"FBgn0262006","CG42824","","protein_coding","3R",17406048,17406511
"FBgn0262007","Srg2","Sting-regulated gene 2","protein_coding","3L",10095754,10098115
"FBgn0262008","CG42826","","protein_coding","3L",10099357,10100881
"FBgn0262009","CG42827","","protein_coding","3R",23372924,23373600
"FBgn0262010","CG42828","","protein_coding","3R",23373703,23374245
"FBgn0262017","CG42830","","protein_coding","2L",17811953,17812672
"FBgn0262018","CadN2","Cadherin-N2","protein_coding","2L",17786971,17875247
"FBgn0262020","CG42831","","protein_coding","3L",10814819,10816084
"FBgn0262021","CG42832","","protein_coding","3L",11610135,11610386
"FBgn0262022","CG42833","","protein_coding","3L",20200093,20200487
"FBgn0262023","CG42834","","protein_coding","3R",17418759,17419294
"FBgn0262024","CG42835","","protein_coding","3R",17420638,17420989
"FBgn0262025","lncRNA:CR42836","long non-coding RNA:CR42836","ncRNA","3R",20139148,20139921
"FBgn0262026","CG42837","","protein_coding","2R",16197042,16199378
"FBgn0262027","CR42838","","pseudogene","3L",19424702,19424926
"FBgn0262028","lncRNA:CR42839","long non-coding RNA:CR42839","ncRNA","3R",16004321,16008073
"FBgn0262029","dachs","dachs","protein_coding","2L",8466817,8488671
"FBgn0262030","CG42841","","protein_coding","3L",2003109,2005651
"FBgn0262031","CR42842","","pseudogene","3L",19478284,19478670
"FBgn0262033","lncRNA:CR42844","long non-coding RNA:CR42844","ncRNA","2L",9304437,9305007
"FBgn0262035","CG42846","","protein_coding","3L",230971,231604
"FBgn0262036","CG42847","","protein_coding","2L",9427870,9428740
"FBgn0262057","Spn77Ba","Serpin 77Ba","protein_coding","3L",20317190,20320116
"FBgn0262081","Csk","C-terminal Src kinase","protein_coding","3R",11633278,11650706
"FBgn0262097","lncRNA:CR42850","long non-coding RNA:CR42850","ncRNA","2L",5379095,5381074
"FBgn0262098","CG42851","","protein_coding","2R",24809325,24810107
"FBgn0262099","CG42852","","protein_coding","3L",16755489,16755720
"FBgn0262100","CG42853","","protein_coding","3L",18120932,18121989
"FBgn0262101","CG42854","","protein_coding","X",17245353,17247016
"FBgn0262102","CG42855","","protein_coding","2R",18687372,18688641
